Index,  Heap Add,  LL Add,    STL Add
821,0.000003,0.000019,0.000004
822,0.000003,0.000010,0.000003
823,0.000002,0.000017,0.000004
824,0.000003,0.000015,0.000003
825,0.000004,0.000006,0.000004
826,0.000003,0.000009,0.000004
827,0.000003,0.000018,0.000004
828,0.000004,0.000008,0.000004
829,0.000002,0.000013,0.000003
830,0.000002,0.000022,0.000003
831,0.000004,0.000009,0.000003
832,0.000003,0.000012,0.000005
833,0.000003,0.000011,0.000005
834,0.000003,0.000021,0.000004
835,0.000004,0.000005,0.000004
836,0.000003,0.000016,0.000004
837,0.000003,0.000019,0.000004
838,0.000003,0.000018,0.000004
839,0.000004,0.000007,0.000005
840,0.000003,0.000019,0.000003
841,0.000003,0.000013,0.000005
842,0.000003,0.000025,0.000003
843,0.000003,0.000011,0.000004
844,0.000003,0.000007,0.000004
845,0.000007,0.000019,0.000003
846,0.000003,0.000009,0.000004
847,0.000003,0.000006,0.000004
848,0.000003,0.000013,0.000004
849,0.000005,0.000003,0.000006
850,0.000003,0.000006,0.000004
851,0.000003,0.000006,0.000004
852,0.000003,0.000005,0.000004
853,0.000003,0.000007,0.000003
854,0.000003,0.000005,0.000003
855,0.000002,0.000008,0.000004
856,0.000003,0.000018,0.000003
857,0.000004,0.000012,0.000004
858,0.000006,0.000003,0.000006
859,0.000003,0.000016,0.000003
860,0.000003,0.000016,0.000004
861,0.000003,0.000007,0.000004
862,0.000003,0.000015,0.000004
863,0.000003,0.000012,0.000004
864,0.000004,0.000009,0.000004
865,0.000002,0.000024,0.000004
866,0.000005,0.000004,0.000005
867,0.000003,0.000007,0.000004
868,0.000003,0.000016,0.000003
869,0.000004,0.000006,0.000004
870,0.000003,0.000014,0.000008
871,0.000003,0.000025,0.000003
872,0.000003,0.000006,0.000004
873,0.000002,0.000013,0.000003
874,0.000004,0.000017,0.000005
875,0.000004,0.000044,0.000005
876,0.000003,0.000028,0.000003
877,0.000003,0.000008,0.000004
878,0.000003,0.000014,0.000003
879,0.000002,0.000025,0.000003
880,0.000003,0.000019,0.000004
881,0.000003,0.000016,0.000003
